OBJECTID,IDESTACION,FECHAACTUAL,MODO,CODIGOESTACION,DENOMINACION,OBSERVACIONES,SITUACION,CODIGOCTMESTACIONREDMETRO,CODIGOEMPRESA,DENOMINACIONABREVIADA,MODOINTERCAMBIADOR,CODIGOINTERCAMBIADOR,TIPO,CODIGOPROVINCIA,CODIGOMUNICIPIO,CODIGOENTIDAD,CODIGONUCLEO,CODIGOVIA,TIPOVIA,PARTICULA,NOMBREVIA,TIPONUMERO,NUMEROPORTAL,CALIFICADORPORTAL,CARRETERA,CODIGOPOSTAL,DISTRITO,SECCIONCENSAL,BARRIO,TESELA,SECTORURBANO,SECTOR,CORREDOR,CORONATARIFARIA,CORONA123,ZONATRANSPORTE,ENCUESTADOMICILIARIA,ENCUESTAAFOROS,HOJA25000,ACONDICIONAMIENTOVIAJEROS,ACONDICIONAMIENTOVEHICULOS,FECHAALTA,FECHAINICIO,FECHAFIN,X,Y,GRADOACCESIBILIDAD,SITUACIONCALLE,DENOMINACION_SAE,INTERURBANOS_CODIGOEMT_CRTM,INTERURBANOS_CODIGOEMT_EMPRESA,LINEAS
79,6_3402,20190912,6,3402,GONZALEZ FEITO-CAL,Frente al nº 31,S,,3192,González Feito frente al Nº 23,,,U,28,079,07901,0790101,02595,Calle,de,González Feíto,SN,SN,,,28041,12,019,122,T07913141,,3,4,A,2,079-12-327,327,,,2,3,20010709,19861001,,441317,4470394,T,,,,,"23, 123"
80,6_3409,20190912,6,3409,VENTISQUERO CONDESA-C.MINGUETE,,S,,1563,"Ventisquero de la  Condesa, 16",,,U,28,079,07901,,11964,Avda,del,Ventisquero de la Condesa,N,14,,,28034,08,,,,,2,7,A,2,079-08-161,161,,,2,3,20010709,19861001,,439401,4482323,T,,,,,64
81,6_3410,20190912,6,3410,SANTIAGO COMPOSTELA-NARCIS MONTURIOL,,S,,1639,"Santiago de Compostela, 22",,,U,28,079,07901,,10650,Calle,de,Santiago de Compostela,N,20,,,28034,08,,,,,2,7,A,2,079-08-186,186,,,2,3,20010709,19861001,,440874,4481987,T,,,,,67
82,6_3414,20190912,6,3414,ALEJANDRO CASONA-DR.REINOSA,,S,,1730,"Alejandro Casona, 12",,,U,28,079,07901,,11116,Calle,de,Alejandro Casona,N,10,,,28035,08,013,083,T0791486,,,7,A,1,079-08-171,171,,559-1,2,3,20010709,19861001,,438158,4481591,T,,,,,82
83,6_3734,20190912,6,3734,PTO.PORZUNA-FUENTIDUEÑA,,S,,4700,"Puerto Porzuna,21 con Peña del Castillo",,,U,28,079,07901,0790101,99999,Calle,del,Puerto del Porzuna,N,29,,,28031,18,018,181,T07914192,,3,3,A,2,079-18-501,501,,,2,3,20010709,19861001,,447248,4469715,T,,,,,"103, 142"
84,6_3735,20190912,6,3735,PTO.PORZUNA-CONGOSTO,,S,,4701,"Puerto Porzuna, 3",,,U,28,079,07901,,05013,Calle,del,Puerto de Porzuna,N,1,,,28031,18,018,181,,,3,3,A,2,079-18-501,501,,,2,3,20010709,19861001,,447415,4469882,T,,,,,"103, 142"
85,6_3737,20190912,6,3737,ALCALA-AV.25 DE SEPTIEMBRE,,S,,4515,Alcalá frente al Nº 522,,,U,28,079,07901,,00132,Calle,de,Alcalá,N,537,,,28027,20,095,208,,,4,2,A,2,079-20-545,545,,,2,3,20010709,19861001,,447282,4477220,T,,,,,105
86,6_3740,20190912,6,3740,DR.ESQUERDO-PZA.CONDE CASAL,,S,,4717,"Doctor Esquerdo, 177",,,U,28,079,07901,,01736,Calle,del,Doctor Esquerdo,N,177,,,28007,03,30,2,,,1,3,A,1,079-03-062,62,,,2,3,20010709,19861001,,443228,4473238,T,,,,,"56, 156"
87,6_3741,20190912,6,3741,DR.ESQUERDO-SAINZ DE BARANDA,Paseo de John Lennon,S,,4712,Doctor Esquerdo frente Nº97,93,324,U,28,079,07901,0790101,99999,Calle,del,Doctor Esquerdo,SN,SN,,,28009,03,001,031,T07910905,0790101A01,,3,A,1,079-03-056,56,,,2,3,20010709,19861001,,443305,4474394,T,,,,,"30, 56, 143, 156, N8"
88,6_3743,20190912,6,3743,CEMENTERIO DE FUENCARRAL,,S,,4486,Cementerio de Fuencarral,,,U,28,079,07901,0790101,45932,Avda,de,Montecarmelo,N,10,,,28049,08,169,088,T079370,,,7,A,1,079-08-145,145,,534-3,2,3,20010709,19861001,,440739,4484444,T,,,,,SE704
89,6_3747,20190912,6,3747,LOPEZ DE HOYOS-PADRE CLARET,,S,,4721,"López de Hoyos, 220",,,U,28,079,07901,,03477,Calle,de,López de Hoyos,N,218,,,28002,05,37,2,,,1,1,A,1,079-05-099,99,,,2,3,20010709,19861001,,443691,4478121,T,,,,,"9, 72, 73, N2"
90,6_3748,20190912,6,3748,Pº ERMITA DEL SANTO-PARQUE SAN ISIDRO,Con Calle de la Vía Carpetana,S,,4749,Pº Ermita del Santo con Vía Carpetana,,,U,28,079,07901,0790101,01995,Paseo,de la,Ermita del Santo,N,80,,,28019,11,055,113,T07911281,,,4,A,1,079-11-272,272,,559-3,2,3,20010709,19861001,,437911,4472541,T,,,,,
91,6_3753,20190912,6,3753,Pº ERMITA DEL SANTO-PARQUE SAN ISIDRO,,S,,4748,Pº Ermita del Santo S/N,,,U,28,079,07901,,01995,Paseo,de la,Ermita del Santo,N,80,,,28019,11,054,113,T079916659,,,4,A,1,079-11-272,272,,559-3,2,3,20010709,19861001,,437942,4472555,T,,,,,
92,6_3756,20190912,6,3756,VALLE ENMEDIO-GTA.P.CORRALILLOS,,S,,4731,"Valle de Enmedio, 15",,,U,28,079,07901,,11975,Calle,del,Valle de Enmedio,N,15,,,28035,08,,,,,2,7,A,2,079-08-159,159,,,2,3,20010709,19861001,,439226,4482409,T,,,,,49
93,6_3760,20190912,6,3760,VENTISQUERO CONDESA-VALLE DE ENMEDIO,,S,,4737,Ventisquero Condesa con Valle Enmedio,,,U,28,079,07901,0790101,11964,Avda,del,Ventisquero de la Condesa,N,24,,,28035,08,155,087,T0791133,,2,7,A,1,079-08-159,159,,559-1,2,3,20010709,19861001,,439391,4482447,T,,,,,49
94,6_3763,20190912,6,3763,GOLONDRINA-VELETA,,S,,4789,Golondrina S/N frente a C/ Brújula,,,U,28,079,07901,,45062,Calle,de la,Golondrina,N,11,,,28023,09,080,097,T0794442,,,6,B1,2,079-09-204,204,,559-1,2,3,20010709,19861001,,433676,4478846,T,,,,,"160, 161"
95,6_3766,20190912,6,3766,CTRA.HUMERA A ARAVACA-RIAZA,Frente al nº 75,S,,4794,Ctra. de Humera a Aravaca con C/ Riaza,,,U,28,079,07901,0790101,02833,Ctra,de,Húmera,N,75,,,28023,09,077,097,T0794270,,,6,B1,2,079-09-202,202,,559-1,2,3,20010709,19861001,,433968,4478953,T,,,,,"160, 161, N28"
96,6_3779,20190912,6,3779,GUECHO-PARADORES,,S,,4877,,,,U,28,079,07901,0790101,02663,Calle,de,Guecho,N,55,,,28023,09,72,6,,0790101A01,5,6,A,2,079-09-200,200,,,2,3,20010709,19861001,,430022,4481133,T,,,,,162
97,6_3785,20190912,6,3785,AV.ROSALES-CORINDON,,S,,4866,Av. de los Rosales con C/ Corindón,,,U,28,079,07901,0790101,08221,Avda,de,Los Rosales,N,21,,,28041,12,104,123,T07914846,,3,4,A,2,079-12-336,336,,,2,3,20010709,19861001,,441524,4468909,T,,,,,"23, N12"
98,6_3788,20190912,6,3788,AYACUCHO-NEVADO RUIZ,Frente al nº 6,S,,4897,Ayacucho S/N con C/ Nevado Ruiz,,,U,28,079,07901,0790101,11716,Calle,de,Ayacucho,SN,SN,,,28033,16,049,161,T0792658,,4,1,A,2,079-16-452,452,,,2,3,20010709,19861001,,446308,4480278,T,,,,,"104, 171, T11"
99,6_3789,20190912,6,3789,DR.GARCIA TAPIA-LAPONIA,,S,,4757,Av. Dr. García Tapia con C/ Laponia,,,U,28,079,07901,,10651,Avda,del,Doctor García Tapia,N,226,,,28030,14,089,142,T07910354,,,3,A,1,079-14-392,392,,559-4,2,3,20010709,19861001,,446847,4473293,T,,,,,"30, 100, N8"
100,6_3791,20190912,6,3791,LAPONIA-MUNICH,,S,,5384,"Laponia, 5",,,U,28,079,07901,,45540,Calle,de,Laponia,N,5,C,,28030,14,089,142,,,4,3,A,2,079-14-392,392,,,2,3,20010709,19861001,,446848,4473179,T,,,,,30
101,6_3795,20190912,6,3795,MERCAMADRID-MERCADO PESCADO,,S,,4810,Eje Central S/N,,,U,28,079,07901,,C0597,Calle,,Eje 3-1A,N,3,,,28053,18,002,181,,,3,3,A,2,079-18-507,507,,,2,3,20010709,19861001,,443574,4467911,T,,,,,T32
102,6_3796,20190912,6,3796,MERCAMADRID-NAVES AUXILIARES,Calle Eje 1-7,S,,4807,Eje Central S/N (junto a Nave F-4),,,U,28,079,07901,0790101,C0580,Calle,,Eje 1-10,SN,SN,,,28053,18,002,181,T07913562,,3,3,A,2,079-18-507,507,,,2,3,20010709,19861001,,444373,4468494,T,,,,,"130, T32"
103,6_3797,20190912,6,3797,CENTRO DE TRANSPORTES DE MADRID,,S,,4630,Ctro Transportes Madrid (Eje Central ),,,U,28,079,07901,0790101,C0565,Calle,,Eje 7,SN,SN,,,28053,18,002,181,T07913562,0790101A01,3,3,A,2,079-18-507,507,,,2,3,20010709,19861001,,444562,4468746,T,,,,,"130, T32"
104,6_5482,20190912,6,5482,AV.Cº SANTIAGO-GTA.MONTE DEL GOZO,,S,,3766,,,,U,28,079,07901,0790101,45734,Avda,del,Camino de Santiago,N,4,,,28050,08,128,086,T079337,0790101A01,,7,A,2,079-08-152,152,,,2,3,20060921,20060911,,443536,4484860,T,,,,,"172, 172SF, T61"
105,6_1974,20190912,6,1974,PEDRO RICO-ARZOBISPO MORCILLO,,S,,1610,Pedro Rico  con  Arzobispo Morcillo,,,U,28,079,07901,,11437,Calle,de,Pedro Rico,N,12,,,28029,08,100,085,T0791308,,,7,A,1,079-08-194,194,,559-1,2,3,20010709,19861001,,440912,4481920,T,,,,,67
106,6_1846,20190912,6,1846,CARRERA SAN FRANCISCO-SAN I.LABRADOR,,S,,2590,"Carrera de San Francisco, 11",,,U,28,079,07901,,05444,Car,de,San Francisco,N,11,,,28005,01,,,,,1,5,A,1,079-01-017,17,,,2,3,20010709,19861001,,439629,4473809,T,,,,,60
107,6_1849,20190912,6,1849,DIEGO DE LEON-SERRANO,,S,,2600,"Diego de León, 3",,,U,28,079,07901,,01704,Calle,de,Diego de León,N,3,,,28006,04,127,6,,,1,1,A,1,079-04-065,65,,,2,3,20010709,19861001,,441947,4476487,T,,,,,61
108,6_1850,20190912,6,1850,GRAL.ORAA-Pº CASTELLANA,Con Calle de los Hermanos Bécquer,S,,2602,"General Oraa, 2",,,U,28,079,07901,0790101,02514,Calle,del,General Oraa,SN,SN,,,28006,04,001,041,T0798598,0790101A01,1,1,A,1,079-04-065,65,,,2,3,20010709,19861001,,441779,4476568,T,,,,,61
109,6_1851,20190912,6,1851,HERMANOS BECQUER-SERRANO,,S,,2601,"Hermanos Becquer, 3",,,U,28,079,07901,,02721,Calle,de los,Hermanos Bécquer,N,1,,,28006,04,118,6,,,1,1,A,1,079-04-065,65,,,2,3,20010709,19861001,,441859,4476507,T,,,,,61
110,6_1855,20190912,6,1855,AV.PABLO NERUDA-AV.PALOMERAS,,S,,2585,"Av. de Pablo Neruda, 80",,,U,28,079,07901,,09733,Avda,de,Pablo Neruda,N,80,,,28018,13,155,135,T07913113,,,3,A,1,079-13-364,364,,559-4,2,3,20010709,19861001,,445195,4470944,T,,,,,57
111,6_1861,20190912,6,1861,PARANINFO-MATEMATICAS,,S,,1693,Av. Paraninfo S/N (Matemáticas),,,U,28,079,07901,0790101,08012,Avda,a,Complutense,SN,SN,,,28040,09,001,091,T0798323,0790101A01,5,6,A,2,079-09-216,216,,,2,3,20010709,19861001,,438426,4478208,T,,,,,"82, F, G, N20, U"
112,6_1862,20190912,6,1862,PARANINFO-TELECOMUNICACIONES,,S,,4285,Av Paraninfo (Facultad Telecomunicac.),,,U,28,079,07901,0790101,08012,Avda,a,Complutense,N,30,,,28040,09,001,091,T0798323,0790101A01,5,6,A,2,079-09-216,216,,,2,3,20010709,19861001,,438397,4478417,T,,,,,"82, F, G, N20, U"
113,6_1863,20190912,6,1863,PARANINFO-DERECHO,,S,,1696,Av. del Paraninfo (Facultad de Derecho),,,U,28,079,07901,0790101,08012,Avda,a,Complutense,N,9,,,28040,09,001,091,T0798323,0790101A01,5,6,A,2,079-09-215,215,,,2,3,20010709,19861001,,438245,4478288,T,,,,,"82, F, G, N20, U"
114,6_1870,20190912,6,1870,ISAAC PERAL-PZA.CRISTO REY,,S,,4514,"Isaac Peral, frente al Nº 40",,,U,28,079,07901,0790101,02898,Calle,de,Isaac Peral,N,40,,,28015,09,033,093,T0796575,,,6,A,1,079-09-220,220,,559-1,2,3,20010709,19861001,,439230,4476902,T,,,,,"1, 44, 82, 132, C2"
115,6_1871,20190912,6,1871,AV.MEDITERRANEO-PZA.CONDE CASAL,,S,,2603,"Av del Mediterráneo, 50",92,8,U,28,079,07901,0790101,03996,Avda,del,Mediterráneo,N,50,,,28007,03,092,032,T07910428,,,3,A,1,079-03-059,59,,559-4,2,3,20010709,19861001,,443361,4473294,T,,,,,"63, 143, 145, E, N9"
116,6_1872,20190912,6,1872,EL BOSCO-MARUJA GARCIA ROMERO,Con Calle de Maruja García Romero,S,,2605,El Bosco con C/ José Paulete,,,U,28,079,07901,0790101,11548,Calle,de,El Bosco,N,14,,,28038,13,181,136,T07910725,0790101A01,,3,A,1,079-13-342,342,,559-4,2,3,20010709,19861001,,444623,4472996,T,,,,,"63, 143"
117,6_1873,20190912,6,1873,EL BOSCO-RAMON PEREZ AYALA,,S,,2606,"El Bosco con  Ramón Pérez de Ayala, 68",,,U,28,079,07901,,11548,Calle,de,El Bosco,N,14,,,28038,13,201,136,T07911028,,,3,A,1,079-13-342,342,,559-4,2,3,20010709,19861001,,444830,4472749,T,,,,,"63, 143, N9"
118,6_1874,20190912,6,1874,EL BOSCO-RAMON PEREZ AYALA,,S,,2607,El Bosco  con  Ramón Pérez de Ayala,,,U,28,079,07901,,11548,Calle,de,El Bosco,N,20,,,28038,13,201,136,T07911028,,,3,A,1,079-13-342,342,,559-4,2,3,20010709,19861001,,444955,4472599,T,,,,,"63, 143, N9"
119,6_1876,20190912,6,1876,AV.MEDITERRANEO-AV.PABLO NERUDA,,S,,3353,Av del Mediterráneo con Av Pablo Neruda,,,U,28,079,07901,0790101,03996,Avda,del,Mediterráneo,N,5700,,,28038,13,162,135,T07911737,,,3,A,1,079-13-344,344,,559-4,2,3,20010709,19861001,,445700,4471971,T,,,,,"63, 145, E, N9"
120,6_1877,20190912,6,1877,AV.MEDITERRANEO-AV.DEMOCRACIA,Con Pnte Pasarela de Valderribas,S,,2612,Av del Mediterráneo con Av Democracia,,,U,28,079,07901,0790101,99999,Avda,del,Mediterráneo,N,SN,,,28031,13,128,134,T079917259,,,3,A,1,079-13-350,350,,559-4,2,3,20010709,19861001,,447117,4471554,T,,,,,"63, 145, E, N9"
121,6_1879,20190912,6,1879,CASTRILLO AZA-AV.STA.EUGENIA,Frente al nº 19,S,,2621,"Castrillo de Aza, 32",,,U,28,079,07901,0790101,10683,Calle,de,Castrillo de Aza,SN,SN,,,28031,18,044,182,T07913011,,3,3,A,2,079-18-504,504,,,2,3,20010709,19861001,,448239,4470709,T,,,,,"63, N9"
122,6_1881,20190912,6,1881,AV.STA.EUGENIA-VIRGEN DE LAS VIÑAS,,S,,2617,"Av. Santa Eugenia, 58",,,U,28,079,07901,0790101,10280,Avda,de,Santa Eugenia,N,58,,,28031,18,037,182,T07913181,,3,3,A,2,079-18-503,503,,,2,3,20010709,19861001,,448376,4470367,T,,,,,"63, 145, N9"
123,6_1884,20190912,6,1884,AV.STA.EUGENIA-VIRGEN DE LAS VIÑAS,,S,,2614,Av Sta Eugenia frente Nº2,,,U,28,079,07901,0790101,10280,Avda,de,Santa Eugenia,SN,SN,,,28031,18,032,182,T07913319,,3,3,A,2,079-18-504,504,,,2,3,20010709,19861001,,448838,4470566,T,,,,,"63, 145, N9"
124,6_1499,20190912,6,1499,ISAAC PERAL-FERNANDEZ DE LOS RIOS,,S,,4021,"Isaac Peral, 20",90,14,U,28,079,07901,0790101,02898,Calle,de,Isaac Peral,N,8,,,28015,07,001,071,T0797319,0790101A01,5,6,A,1,079-07-131,131,,559-1,2,3,20010709,19861001,,439200,4476581,T,,,,,"1, 44, 62, 82, 132, C1, N21"
125,6_1501,20190912,6,1501,GRAL.IBAÑEZ IBERO-AV.REINA VICTORIA,,S,,2394,"General Ibañez Ibero, 1",93,225,U,28,079,07901,,02500,Calle,del,General Ibáñez de Ibero,N,1,,,28003,07,001,071,,,,6,A,1,079-07-122,122,,,2,3,20010709,19861001,,439873,4477770,T,,,,,"44, N21"
126,6_1502,20190912,6,1502,DR.FEDERICO RUBIO-ALMANSA,,S,,1666,"Av. Doctor Federico Rubio y Galí, 16",,,U,28,079,07901,,01738,Avda,del,Doctor Federico Rubio y Galí,N,16,,,28039,06,,,,,1,6,A,1,079-06-117,117,,,2,3,20010709,19861001,,439995,4478056,T,,,,,"44, 127, N21"
127,6_1503,20190912,6,1503,DR.FEDERICO RUBIO-ABEL,,S,,1668,"Av. Doctor Federico Rubio y Galí, 30",,,U,28,079,07901,,01738,Avda,del,Doctor Federico Rubio y Galí,N,32,,,28039,06,,,,,5,6,A,1,079-06-117,117,,,2,3,20010709,19861001,,439946,4478242,T,,,,,"44, 127"
128,6_1506,20190912,6,1506,DR.FEDERICO RUBIO-FCO.DE DIEGO,,S,,2398,"Av. Dr. Federico Rubio y Galí, 100",,,U,28,079,07901,,01738,Avda,del,Doctor Federico Rubio y Galí,N,100,,,28040,09,,,,,5,6,A,2,079-09-217,217,,,2,3,20010709,19861001,,439543,4478784,T,,,,,44
129,6_1508,20190912,6,1508,OFELIA NIETO-FRANCOS RODRIGUEZ,,S,,1676,"Ofelia Nieto, 2",,,U,28,079,07901,0790101,04394,Calle,de,Ofelia Nieto,N,4,,,28039,06,124,6,T0794041,,1,6,A,1,079-06-110,110,,,2,3,20010709,19861001,,439830,4479049,T,,,,,"44, 128"
130,6_1510,20190912,6,1510,OFELIA NIETO-Pº DIRECCION,,S,,2402,Ofelia Nieto S/N con Pº de la Dirección,,,U,28,079,07901,0790101,01712,Paseo,de la,Dirección,SN,SN,,,28039,06,001,061,,,1,6,A,1,079-06-110,110,,,2,3,20010709,19861001,,440129,4479602,T,,,,,44
131,6_1512,20190912,6,1512,OFELIA NIETO-Pº DIRECCION,,S,,2403,Ofelia Nieto S/N con Pº de la Dirección,,,U,28,079,07901,0790101,01712,Paseo,de la,Dirección,SN,SN,,,28039,06,001,061,,,1,6,A,1,079-06-104,104,,,2,3,20010709,19861001,,440118,4479611,T,,,,,44
132,6_1791,20190912,6,1791,AV.PABLO NERUDA-LAGO CALAFATE,,S,,2582,"Av. de Pablo Neruda, 55",,,U,28,079,07901,,09733,Avda,de,Pablo Neruda,N,55,A,,28018,13,109,134,,,3,3,A,2,079-13-367,367,,,2,3,20010709,19861001,,445077,4470699,T,,,,,57
133,6_1793,20190912,6,1793,RAFAEL ALBERTI-SAN CLAUDIO,,S,,2532,"Av. Rafael Alberti, 16",,,U,28,079,07901,,11218,Avda,de,Rafael Alberti,N,16,,,28038,13,140,134,,,3,3,A,2,079-13-348,348,,,2,3,20010709,19861001,,445826,4471307,T,,,,,"54, 144"
134,6_1794,20190912,6,1794,AVDA. PABLO NERUDA,,S,,2583,"Av. de Pablo Neruda, 104",,,U,28,079,07901,,11626,Calle,del,Lago Calafate,N,24,,,28018,13,200,135,,,3,3,A,2,079-13-364,364,,,2,3,20010709,19861001,,445045,4470718,T,,,,,57
135,6_1796,20190912,6,1796,AV.BUENOS AIRES-MOGAMBO,,S,,2578,"Av. de Buenos Aires, 82",,,U,28,079,07901,0790101,99999,Avda,de,Buenos Aires,N,84,,,28018,13,209,133,T07913542,,3,3,A,2,079-13-362,362,,,2,3,20010709,19861001,,444671,4470326,T,,,,,57
136,6_1797,20190912,6,1797,AV.PABLO NERUDA-TRISTANA,,S,,3305,"Av. Pablo Neruda, 77",,,U,28,079,07901,,09733,Avda,de,Pablo Neruda,N,77,O,,28018,13,209,133,,,3,3,A,2,079-13-362,362,,,2,3,20010709,19861001,,444629,4470490,T,,,,,"136, 144, N11"
137,6_1799,20190912,6,1799,AV.MEDITERRANEO-CASTRILLO DE AZA,,S,,1039,"Av de Sta Eugenia, 1",93,340,U,28,079,07901,0790101,10280,Avda,de,Santa Eugenia,N,1,A,,28031,18,039,182,T07913073,0790101A01,,3,A,2,079-18-504,504,,,2,3,20010709,19861001,,448497,4471048,T,,,,,"58, 63"
138,6_1800,20190912,6,1800,MARTINEZ DE LA RIVA-DILIGENCIA,,S,,2570,"Martínez de la Riva, 143",,,U,28,079,07901,,03926,Calle,de,Martínez de la Riva,N,143,,,28018,13,074,133,,,3,3,A,2,079-13-359,359,,,2,3,20010709,19861001,,443802,4470685,T,,,,,"57, 144"
139,6_1802,20190912,6,1802,CARLOS MARTIN ALVAREZ-JAVIER DE MIGUEL,,S,,2566,Carlos Martín Alvarez con Javier Miguel,,,U,28,079,07901,,01122,Calle,de,Carlos Martín Álvarez,N,50,,,28018,13,206,133,T07912788,,,3,A,1,079-13-359,359,,559-4,2,3,20010709,19861001,,443749,4471343,T,,,,,57
140,6_2460,20190912,6,2460,AVENA-HENO,,S,,4618,"Avena, 4",,,U,28,079,07901,,11815,Calle,del,Heno,N,18,,,28026,12,098,126,,,3,4,A,2,079-12-319,319,,,2,3,20010709,19861001,,439336,4470149,T,,,,,78
141,6_2465,20190912,6,2465,FTE.CARRANTONA-LUIS HOYOS SAINZ,,S,,1057,Fuente Carrantona  con  Luís de Hoyos,,,U,28,079,07901,,02382,Calle,de la,Fuente Carrantona,N,11,,,28030,14,060,146,,,4,3,A,2,079-14-389,389,,,2,3,20010709,19861001,,446256,4472935,T,,,,,"100, 140, E4"
142,6_2466,20190912,6,2466,FTE.CARRANTONA-HACIENDA PAVONES,Calle de la Hacienda de Pavones,S,,1055,Fuente Carrantona  con Hacienda Pavones,,,U,28,079,07901,0790101,02382,Calle,de la,Fuente Carrantona,SN,SN,,,28030,14,060,146,T07910592,,4,3,A,2,079-14-389,389,,,2,3,20010709,19861001,,446132,4472700,T,,,,,"100, 140"
143,6_2468,20190912,6,2468,Pº ALAMEDA OSUNA-PQUE.CAPRICHO,,S,,2978,"Pº de la Alameda de Osuna, 50",,,U,28,079,07901,,00094,Paseo,de la,Alameda de Osuna,N,50,S,,28042,21,001,211,T0794022,,,2,A,2,079-21-582,582,,,2,3,20010709,19861001,,449383,4478608,T,,,,,"101, 105, 151"
144,6_2471,20190912,6,2471,CARABELA-BALANDRO,,S,,3536,"Carabela, 15",,,U,28,079,07901,,09149,Calle,de la,Carabela,N,15,,,28042,21,013,211,,,4,2,A,2,079-21-583,583,,,2,3,20010709,19861001,,450131,4478679,T,,,,,"101, 151"
145,6_2472,20190912,6,2472,CARABELA-GALEON,,S,,3121,"Carabela, 4 con C/ Galeón",,,U,28,079,07901,0790101,09149,Calle,de la,Carabela,N,7,,,28042,21,011,211,T0794596,,4,2,A,2,079-21-583,583,,,2,3,20010709,19861001,,450389,4478687,T,,,,,"101, 114, 166"
146,6_2476,20190912,6,2476,CTRA.CIRCUNVALACION-ZODIACO,,S,,3546,"Zona Industrial, nave 109 con  Zodíaco",,,U,28,079,07901,,10444,Avda,de la,Hispanidad,N,34,,,28042,21,015,212,,,4,2,A,2,079-21-585,585,,,2,3,20010709,19861001,,451338,4480976,T,,,,,101
147,6_2479,20190912,6,2479,PZA.HNOS.FALCO Y ALVAREZ TOLEDO,,S,,1319,Pza Hnos. Falcó y Alvarez de Toledo,,,U,28,079,07901,,06829,Plaza,de los,Hermanos Falco y Álvarez de Toledo,N,12,,,28042,21,018,213,,,4,2,A,2,079-21-577,577,,,2,3,20010709,19861001,,451168,4480740,T,,,,,"101, 105, 115, N4"
148,6_2480,20190912,6,2480,ACUARIO-PENELOPE,,S,,3549,"Acuario, 36",,,U,28,079,07901,,00032,Calle,de,Acuario,N,36,,,28042,21,019,213,,,4,2,A,2,079-21-577,577,,,2,3,20010709,19861001,,450941,4480878,T,,,,,101
149,6_2484,20190912,6,2484,BERGANTIN-GALEON,,S,,2971,Bergantín S/N esquina a C/ Galeón,,,U,28,079,07901,,09147,Calle,del,Bergantín,N,25,,,28042,21,007,211,,,4,2,A,2,079-21-581,581,,,2,3,20010709,19861001,,450772,4479073,T,,,,,"114, N4"
150,6_2485,20190912,6,2485,AV.CANTABRIA-PZA.GOLETA,,S,,2972,"Av. de Cantabria, 49",,,U,28,079,07901,,08771,Avda,de,Cantabria,N,51,,,28042,21,008,211,,,4,2,A,2,079-21-581,581,,,2,3,20010709,19861001,,450673,4479113,T,,,,,"114, N4"
151,6_2488,20190912,6,2488,AV.CANTABRIA-PZA.DEL NAVIO,,S,,1303,"Av. de Cantabria, 21",,,U,28,079,07901,,08771,Avda,de,Cantabria,N,21,,,28042,21,011,211,T0794592,,,2,A,1,079-21-583,583,,559-2,2,3,20010709,19861001,,450254,4478649,T,,,,,"112, 114, 115, 151, N4"
152,6_2490,20190912,6,2490,AV.HISPANIDAD-PINOS DE OSUNA,Con Calle de Pinos de Osuna,S,,1299,Av. de la Hispanidad con C/ Balandro,,,U,28,079,07901,0790101,A0015,Ctra,de,Servicio Avenida de América y de la Hispanidad,SN,SN,,,28042,21,014,211,T0794784,,4,2,A,2,079-21-583,583,,,2,3,20010709,19861001,,449971,4478140,T,,,,,"101, 115, 151, N4"
153,6_2491,20190912,6,2491,AVDA.AMERICA-CIUDAD PEGASO,,S,,1297,Av de América con Obenque,,,U,28,079,07901,0790101,A0015,Ctra,de,Servicio Avenida de América y de la Hispanidad,N,SN,,,28042,21,014,211,T0794771,,,2,A,1,079-21-583,583,,559-2,2,3,20010709,19861001,,449505,4478126,T,,,,,"101, 114, 115, 151, N4"
154,6_2495,20190912,6,2495,CTRA.CANILLAS-UTRILLAS,,S,,2763,"Carretera de Canillas, 76",,,U,28,079,07901,,01036,Ctra,de,Canillas,N,74,,,28043,16,017,163,,,4,1,A,2,079-16-458,458,,,2,3,20010709,19861001,,445411,4479635,T,,,,,"73, N3"
155,6_2496,20190912,6,2496,CTRA.CANILLAS-UTRILLAS,,S,,2764,"Ctra. de Canillas, 49",,,U,28,079,07901,,01036,Ctra,de,Canillas,N,49,,,28043,16,033,163,,,4,1,A,2,079-16-454,454,,,2,3,20010709,19861001,,445355,4479630,T,,,,,"73, N3"
156,6_2500,20190912,6,2500,AV.ENTREVIAS-T.PEREZ RUBIO,,S,,2924,"Av. de Entrevías, 2",,,U,28,079,07901,,01987,Avda,de,Entrevías,N,2,,,28053,13,014,131,,,3,3,A,2,079-13-369,369,,,2,3,20010709,19861001,,443059,4471412,T,,,,,"102, N11"
157,6_2502,20190912,6,2502,CARDEÑOSA-CONDE RGUEZ.SAN PEDRO,,S,,2928,"Cardeñosa, 12",,,U,28,079,07901,,01102,Calle,de,Cardeñosa,N,10,,,28053,13,034,131,,,3,3,A,2,079-13-370,370,,,2,3,20010709,19861001,,443138,4470852,T,,,,,"102, N11"
158,6_2504,20190912,6,2504,CAMPIÑA-PZA.DE LAS REGIONES,,S,,1115,"Campiña, 2",,,U,28,079,07901,,09719,Calle,de la,Campiña,N,2,,,28053,13,021,131,,,3,3,A,2,079-13-372,372,,,2,3,20010709,19861001,,443154,4470319,T,,,,,"103, N11"
